col_1,Stage,Sub-Stage,Item,Well Type,Requirement - under either EPA's UIC Class VI or potentially,Adjust Capital Cost to Last Year of Permitting,Capitalize or Expense,Depreciation Category,"Well-Drilling, Monitoring, or Labor (as categorized in model","For Fin. Resp.: Corr. Action, Inject. Well Plug. or Em. & Re",Financial Responsibility Category,Categories for Detailed Cost Breakdown,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity
317,Permitting & Site Construction,3.8 Geophysical Survey: Surface Seismic: 2D:,2-D Seismic Vessel,N/A,"Either/Or, § 146.90(2)",No,Capital,Seismic,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
318,Operations,3.8 Geophysical Survey: Surface Seismic: 2D:,2-D Seismic Vessel,N/A,"Either/Or, § 146.90(2)",No,Capital,Seismic,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
319,PISC and Site Closure,3.8 Geophysical Survey: Surface Seismic: 2D:,2-D Seismic Vessel,N/A,"Either/Or, § 146.90(2)",No,Capital,Seismic,Monitoring,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
320,Site Selection & Site Characterization,3.8 Geophysical Survey: Surface Seismic: 2D:,Seismic planning Q&A,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Seismic,Other,Not Incl,Not Incl,2-D Seismic,,,,,,,,,,,,
321,Site Selection & Site Characterization,3.9 Geophysical Survey: Wellbore Seismic:,Microseismic Array,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Seismic,Monitoring,Not Incl,Not Incl,Microseismic,,,,,,,,,,,,
322,Permitting & Site Construction,3.9 Geophysical Survey: Wellbore Seismic:,Microseismic Array,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Seismic,Monitoring,Not Incl,Not Incl,Microseismic,,,,,,,,,,,,
323,Operations,3.9 Geophysical Survey: Wellbore Seismic:,Microseismic Array,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Seismic,Monitoring,Not Incl,Not Incl,Microseismic,,,,,,,,,,,,
324,PISC and Site Closure,3.9 Geophysical Survey: Wellbore Seismic:,Microseismic Array,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Seismic,Monitoring,Not Incl,PISC,Microseismic,,,,,,,,,,,,
325,Site Selection & Site Characterization,3.9 Geophysical Survey: Wellbore Seismic:,Microseismic data collection and processing,N/A,"Either/Or, § 146.90(2)",No,Expense,Seismic,Monitoring,Not Incl,Not Incl,Microseismic,,,,,,,,,,,,
326,Permitting & Site Construction,3.9 Geophysical Survey: Wellbore Seismic:,Microseismic data collection and processing,N/A,"Either/Or, § 146.90(2)",No,Expense,Seismic,Monitoring,Not Incl,Not Incl,Microseismic,,,,,,,,,,,,
327,Operations,3.9 Geophysical Survey: Wellbore Seismic:,Microseismic data collection and processing,N/A,"Either/Or, § 146.90(2)",No,Expense,Seismic,Monitoring,Not Incl,Not Incl,Microseismic,,,,,,,,,,,,
328,PISC and Site Closure,3.9 Geophysical Survey: Wellbore Seismic:,Microseismic data collection and processing,N/A,"Either/Or, § 146.90(2)",No,Expense,Seismic,Monitoring,Not Incl,PISC,Microseismic,,,,,,,,,,,,
329,Site Selection & Site Characterization,3.10 Geophysical Survey: Electrical:,Induced Polarization (IP),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Induced Polarization,,,,,,,,,,,,
330,Permitting & Site Construction,3.10 Geophysical Survey: Electrical:,Induced Polarization (IP),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Induced Polarization,,,,,,,,,,,,
331,Operations,3.10 Geophysical Survey: Electrical:,Induced Polarization (IP),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Induced Polarization,,,,,,,,,,,,
332,PISC and Site Closure,3.10 Geophysical Survey: Electrical:,Induced Polarization (IP),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,PISC,Induced Polarization,,,,,,,,,,,,
333,Site Selection & Site Characterization,3.10 Geophysical Survey: Electrical:,Spontaneous (Self) Potential,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Spontaneous Potential,,,,,,,,,,,,
334,Permitting & Site Construction,3.10 Geophysical Survey: Electrical:,Spontaneous (Self) Potential,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Spontaneous Potential,,,,,,,,,,,,
335,Operations,3.10 Geophysical Survey: Electrical:,Spontaneous (Self) Potential,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Spontaneous Potential,,,,,,,,,,,,
336,PISC and Site Closure,3.10 Geophysical Survey: Electrical:,Spontaneous (Self) Potential,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,PISC,Spontaneous Potential,,,,,,,,,,,,
337,Site Selection & Site Characterization,3.10 Geophysical Survey: Electrical:,Electromagnetic Resistivity,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Electromagnetic Resistivity,,,,,,,,,,,,
338,Permitting & Site Construction,3.10 Geophysical Survey: Electrical:,Electromagnetic Resistivity,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Electromagnetic Resistivity,,,,,,,,,,,,
339,Operations,3.10 Geophysical Survey: Electrical:,Electromagnetic Resistivity,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Electromagnetic Resistivity,,,,,,,,,,,,
340,PISC and Site Closure,3.10 Geophysical Survey: Electrical:,Electromagnetic Resistivity,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,PISC,Electromagnetic Resistivity,,,,,,,,,,,,
341,Site Selection & Site Characterization,3.10 Geophysical Survey: Electrical:,Electromagnetic Induction Tomography (EMIT),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Elec Mag Induc Tomog,,,,,,,,,,,,
342,Permitting & Site Construction,3.10 Geophysical Survey: Electrical:,Electromagnetic Induction Tomography (EMIT),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Elec Mag Induc Tomog,,,,,,,,,,,,
343,Operations,3.10 Geophysical Survey: Electrical:,Electromagnetic Induction Tomography (EMIT),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Elec Mag Induc Tomog,,,,,,,,,,,,
344,PISC and Site Closure,3.10 Geophysical Survey: Electrical:,Electromagnetic Induction Tomography (EMIT),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,PISC,Elec Mag Induc Tomog,,,,,,,,,,,,
345,Site Selection & Site Characterization,3.10 Geophysical Survey: Electrical:,Electrical Resistivity Tomography (ERT),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Elec Resis Tomog,,,,,,,,,,,,
346,Permitting & Site Construction,3.10 Geophysical Survey: Electrical:,Electrical Resistivity Tomography (ERT),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Elec Resis Tomog,,,,,,,,,,,,
347,Operations,3.10 Geophysical Survey: Electrical:,Electrical Resistivity Tomography (ERT),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Elec Resis Tomog,,,,,,,,,,,,
348,PISC and Site Closure,3.10 Geophysical Survey: Electrical:,Electrical Resistivity Tomography (ERT),N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,PISC,Elec Resis Tomog,,,,,,,,,,,,
349,Site Selection & Site Characterization,3.10 Geophysical Survey: Electrical:,Magnetotelluric Sounding,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Magnetotelluric Sounding,,,,,,,,,,,,
350,Permitting & Site Construction,3.10 Geophysical Survey: Electrical:,Magnetotelluric Sounding,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Magnetotelluric Sounding,,,,,,,,,,,,
351,Operations,3.10 Geophysical Survey: Electrical:,Magnetotelluric Sounding,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Magnetotelluric Sounding,,,,,,,,,,,,
352,PISC and Site Closure,3.10 Geophysical Survey: Electrical:,Magnetotelluric Sounding,N/A,"Either/Or, § 146.90(2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,PISC,Magnetotelluric Sounding,,,,,,,,,,,,
353,Site Selection & Site Characterization,3.11 Other Geophysical,Gravity Survey (Time-lapse)(data per station),N/A,"Yes, § 146.90 (g) (2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Gravity Surv,,,$/day,8,days,,,$/day,8,days,,
354,Permitting & Site Construction,3.11 Other Geophysical,Gravity Survey (Time-lapse)(data per station),N/A,"Yes, § 146.90 (g) (2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Gravity Surv,,,$/day,8,days,,,$/day,8,days,,
355,Operations,3.11 Other Geophysical,Gravity Survey (Time-lapse)(data per station),N/A,"Yes, § 146.90 (g) (2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Gravity Surv,,,$/day,8,days,,,$/day,8,days,,
356,PISC and Site Closure,3.11 Other Geophysical,Gravity Survey (Time-lapse)(data per station),N/A,"Yes, § 146.90 (g) (2)",Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,PISC,Gravity Surv,,,$/day,8,days,,,$/day,8,days,,
357,Site Selection & Site Characterization,3.11 Other Geophysical,Gravity Survey (Time-lapse)(data per station),N/A,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
358,Permitting & Site Construction,3.11 Other Geophysical,Gravity Survey (Time-lapse)(data per station),N/A,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
359,Operations,3.11 Other Geophysical,Gravity Survey (Time-lapse)(data per station),N/A,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
360,PISC and Site Closure,3.11 Other Geophysical,Gravity Survey (Time-lapse)(data per station),N/A,No,No,Expense,Expense,Monitoring,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
361,Site Selection & Site Characterization,3.11 Other Geophysical,Tiltmeter (one array per well),N/A,No,Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Tiltmeter,,,$/day,0,days,,,$/day,0,days,,
362,Permitting & Site Construction,3.11 Other Geophysical,Tiltmeter (one array per well),N/A,No,Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Tiltmeter,,,$/day,0,days,,,$/day,0,days,,
363,Operations,3.11 Other Geophysical,Tiltmeter (one array per well),N/A,No,Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Tiltmeter,,,$/day,0,days,,,$/day,0,days,,
364,PISC and Site Closure,3.11 Other Geophysical,Tiltmeter (one array per well),N/A,No,Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,PISC,Tiltmeter,,,$/day,0,days,,,$/day,0,days,,
365,Site Selection & Site Characterization,3.11 Other Geophysical,Tiltmeter (one array per well),N/A,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
366,Permitting & Site Construction,3.11 Other Geophysical,Tiltmeter (one array per well),N/A,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
367,Operations,3.11 Other Geophysical,Tiltmeter (one array per well),N/A,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
368,PISC and Site Closure,3.11 Other Geophysical,Tiltmeter (one array per well),N/A,No,No,Expense,Expense,Monitoring,Not Incl,PISC,Transport vessels,,,,,,,,,,,,
369,Site Selection & Site Characterization,3.11 Other Geophysical,Advanced Geophysical Technology,N/A,No,Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Adv Geophys Technol,,,,,,,,,,,,
370,Permitting & Site Construction,3.11 Other Geophysical,Advanced Geophysical Technology,N/A,No,Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Adv Geophys Technol,,,,,,,,,,,,
371,Operations,3.11 Other Geophysical,Advanced Geophysical Technology,N/A,No,Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,Not Incl,Adv Geophys Technol,,,,,,,,,,,,
372,PISC and Site Closure,3.11 Other Geophysical,Advanced Geophysical Technology,N/A,No,Yes,Capital,Site Sel. & Site Char.,Monitoring,Not Incl,PISC,Adv Geophys Technol,,,,,,,,,,,,
373,Site Selection & Site Characterization,3.12 Atmospheric:,Surf. Equip. CO2 Leak Det. Sys. - per site,N/A,"Yes, § 146.89",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Surf Equip Leak Detect,,,$/site,1,None,,,$/site,1,None,,
374,Permitting & Site Construction,3.12 Atmospheric:,Surf. Equip. CO2 Leak Det. Sys. - per site,N/A,"Yes, § 146.89",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Surf Equip Leak Detect,,,$/site,1,None,,,$/site,1,None,,
375,Operations,3.12 Atmospheric:,Surf. Equip. CO2 Leak Det. Sys. - per site,N/A,"Yes, § 146.89",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Surf Equip Leak Detect,,,$/site,1,None,,,$/site,1,None,,
376,PISC and Site Closure,3.12 Atmospheric:,Surf. Equip. CO2 Leak Det. Sys. - per site,N/A,"Yes, § 146.89",No,Expense,Expense,Monitoring,Not Incl,PISC,Surf Equip Leak Detect,,,$/site,1,None,,,$/site,1,None,,
377,Site Selection & Site Characterization,3.12 Atmospheric:,Surf. Equip. CO2 Leak Det. Sys. - per mi2,N/A,"Yes, § 146.89",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Surf Equip Leak Detect,,,,,,,,,,,,
378,Permitting & Site Construction,3.12 Atmospheric:,Surf. Equip. CO2 Leak Det. Sys. - per mi2,N/A,"Yes, § 146.89",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Surf Equip Leak Detect,,,,,,,,,,,,
379,Operations,3.12 Atmospheric:,Surf. Equip. CO2 Leak Det. Sys. - per mi2,N/A,"Yes, § 146.89",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Surf Equip Leak Detect,,,,,,,,,,,,
380,PISC and Site Closure,3.12 Atmospheric:,Surf. Equip. CO2 Leak Det. Sys. - per mi2,N/A,"Yes, § 146.89",No,Expense,Expense,Monitoring,Not Incl,PISC,Surf Equip Leak Detect,,,,,,,,,,,,
381,Permitting & Site Construction,3.13 Injection well monitoring:,Pressure falloff test - Samp & Analy - Injection,Injection,"Yes, § 146.90 (III) (F) (6)",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Well Integrity Test-Inject,Test Cost,2070,$/Sample,0,Samples/Year,Test Cost,2070,$/Sample,0,Samples/Year,Test Cost,2070
382,Operations,3.13 Injection well monitoring:,Pressure falloff test - Samp & Analy - Injection,Injection,"Yes, § 146.90 (III) (F) (6)",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Well Integrity Test-Inject,Test Cost,2070,$/Sample,0,Samples/Year,Test Cost,2070,$/Sample,0,Samples/Year,Test Cost,2070
383,Permitting & Site Construction,3.13 Injection well monitoring:,Pressure falloff test - Samp & Analy - Injection,Injection,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
384,Operations,3.13 Injection well monitoring:,Pressure falloff test - Samp & Analy - Injection,Injection,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
385,Permitting & Site Construction,3.13 Injection well monitoring:,Pressure falloff test - Labor Cost - Injection,Injection,"Yes, § 146.90 (III) (F) (6)",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Well Integrity Test-Inject,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
386,Operations,3.13 Injection well monitoring:,Pressure falloff test - Labor Cost - Injection,Injection,"Yes, § 146.90 (III) (F) (6)",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Well Integrity Test-Inject,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
387,Operations,3.13 Injection well monitoring:,Corrosion testing - Samp & Analy - Injection,Injection,"Yes, § 146.90 (III) (F) (1)",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Well Integrity Test-Inject,Test Cost,0,$/Sample,16,Samples/Year,Test Cost,0,$/Sample,16,Samples/Year,Test Cost,0
388,Operations,3.13 Injection well monitoring:,Corrosion testing - Samp & Analy - Injection,Injection,No,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Transport vessels,,,,,,,,,,,,
389,Operations,3.13 Injection well monitoring:,Corrosion testing - Labor Cost - Injection,Injection,"Yes, § 146.90 (III) (F) (1)",No,Expense,Expense,Monitoring,Not Incl,Not Incl,Well Integrity Test-Inject,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0,Hours,132.744,$/Hour,Landman Labor Hours,0
390,Operations,3.14 Data Analysis and Modeling,Reservoir modeling Annual - ops,N/A,?,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Reserv model & data analys,,,,,,,,,,,,
391,PISC and Site Closure,3.14 Data Analysis and Modeling,Reservoir modeling Annual - pisc,N/A,?,No,Expense,Expense,Monitoring,Not Incl,PISC,Reserv model & data analys,,,,,,,,,,,,
392,Operations,3.14 Data Analysis and Modeling,Reservoir modeling Periodic - ops,N/A,?,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Reserv model & data analys,,,,,,,,,,,,
393,PISC and Site Closure,3.14 Data Analysis and Modeling,Reservoir modeling Periodic - pisc,N/A,?,No,Expense,Expense,Monitoring,Not Incl,PISC,Reserv model & data analys,,,,,,,,,,,,
394,Operations,3.14 Data Analysis and Modeling,Data Analysis Periodic - ops,N/A,?,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Reserv model & data analys,,,,,,,,,,,,
395,PISC and Site Closure,3.14 Data Analysis and Modeling,Data Analysis Periodic - pisc,N/A,?,No,Expense,Expense,Monitoring,Not Incl,PISC,Reserv model & data analys,,,,,,,,,,,,
396,Operations,3.14 Data Analysis and Modeling,Data Analysis Annual - ops,N/A,?,No,Expense,Expense,Monitoring,Not Incl,Not Incl,Reserv model & data analys,,,,,,,,,,,,
397,PISC and Site Closure,3.14 Data Analysis and Modeling,Data Analysis Annual - pisc,N/A,?,No,Expense,Expense,Monitoring,Not Incl,PISC,Reserv model & data analys,,,,,,,,,,,,
398,Site Selection & Site Characterization,3.14 Data Analysis and Modeling,Laboratory testing during site selection & site characterization,N/A,?,No,Expense,Expense,New,Not Incl,Not Incl,Reserv model & data analys,,,,,,,,,,,,
399,Site Selection & Site Characterization,4.1 Permits,All state or local permits for well drilling,Strat Test,"30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Strat,,,,,,,,,,,,
400,Permitting & Site Construction,4.1 Permits,All state or local permits for well drilling,Injection,"30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Inject,,,,,,,,,,,,
401,Permitting & Site Construction,4.1 Permits,All state or local permits for well drilling,Primary Above Seal,"30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Ab Seal,,,,,,,,,,,,
402,Permitting & Site Construction,4.1 Permits,All state or local permits for well drilling,Dual Completion,"30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
403,Permitting & Site Construction,4.1 Permits,All state or local permits for well drilling,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Ab Seal,,,,,,,,,,,,
404,Permitting & Site Construction,4.1 Permits,All state or local permits for well drilling,Paired In Reservoir (Dual Horizon Sampling),"30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
405,Permitting & Site Construction,4.1 Permits,All state or local permits for well drilling,Secondary Dual Completion,"30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
406,Operations,4.1 Permits,All state or local permits for well drilling,"Satellite 1, Well 1: In Reservoir","30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-In Res,,,,,,,,,,,,
407,Operations,4.1 Permits,All state or local permits for well drilling,"Satellite 1, Well 2: Dual Completion","30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
408,Operations,4.1 Permits,All state or local permits for well drilling,Satellite 1 - Water Production,"30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Prod,,,,,,,,,,,,
409,Operations,4.1 Permits,All state or local permits for well drilling,Satellite 1 - Water Disposal,"30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Wat Disp,,,,,,,,,,,,
410,Operations,4.1 Permits,All state or local permits for well drilling,"Satellite 2, Well 1: Dual Completion","30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
411,Operations,4.1 Permits,All state or local permits for well drilling,"Satellite 2, Well 2: Dual Completion","30 CFR 551.7, 30 CFR 250.410, 30 CFR 250.513, 30 CFR 250.1617",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Dual Comp,,,,,,,,,,,,
